generator_id,bus_id,technology,capacity,tags,geometry
1,12,Other or not listed,-1,'"TSO"=>"", "oid"=>"29887", "name"=>"Jeddah", "country"=>"SA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(39.69223 21.940498)
2,1,Other or not listed,-1,'"TSO"=>"", "oid"=>"29892", "name"=>"Shoaibah", "country"=>"SA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(39.70047 21.594874)
3,3,Other or not listed,-1,'"TSO"=>"", "oid"=>"29891", "name"=>"Taif", "country"=>"SA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(40.388489 21.672744)
4,1,Other or not listed,-1,'"TSO"=>"", "oid"=>"29914", "name"=>"Port Sudan", "country"=>"SD", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(37.131042 20.464329)
5,5,Other or not listed,-1,'"TSO"=>"", "oid"=>"29885", "name"=>"Al Madina", "country"=>"SA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(39.641418 24.691943)
6,6,Other or not listed,-1,'"TSO"=>"", "oid"=>"29898", "name"=>"Al Munwwarah", "country"=>"SA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(39.616699 24.468401)
7,11,Other or not listed,-1,'"TSO"=>"", "oid"=>"29894", "name"=>"Jeddah", "country"=>"SA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(39.673004 22.086912)
8,16,Other or not listed,-1,'"TSO"=>"", "oid"=>"29890", "name"=>"Makkah", "country"=>"SA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(40.273132 22.015634)
19,87,Wind farm,,'"oid"=>"58521", "name"=>"DAKHLA", "country"=>"MA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-15.597839 23.979979)
20,93,Fossil fuel,0,'"TSO"=>"", "oid"=>"57714", "name"=>"LAAYOUNE", "country"=>"MA", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-12.932281 26.802009)
21,95,Other or not listed,-1,'"TSO"=>"", "oid"=>"29897", "name"=>"Hail", "country"=>"SA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(40.34317 27.966508)
22,96,Hydro run of river & pondage,-1,'"TSO"=>"", "oid"=>"29853", "name"=>"An Nasirriyah", "country"=>"IQ", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(44.807739 31.394674)
23,97,Other or not listed,0,'"TSO"=>"", "oid"=>"57343", "name"=>"Al''afrsh", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(33.994446 31.20223)
24,101,Other or not listed,-1,'"TSO"=>"", "oid"=>"56919", "name"=>"Ashkelon", "country"=>"IL", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(34.573975 31.734007)
25,103,Other or not listed,-1,'"TSO"=>"", "oid"=>"56921", "name"=>"Ashdod", "country"=>"IL", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(34.652252 31.816897)
26,133,Wind farm,0,'"TSO"=>"", "oid"=>"57826", "name"=>"TAFILA CITY", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(35.660248 30.802013)
27,134,Wind farm,0,'"TSO"=>"", "oid"=>"57825", "name"=>"ZENEL WIND", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(35.697327 30.759539)
28,136,Fossil gas,0,'"TSO"=>"", "oid"=>"57849", "name"=>"AMMAN SOUTH", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(35.91156 31.884554)
29,141,Fossil gas,216,'"TSO"=>"", "oid"=>"57878", "name"=>"AMMAN EAST", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(36.088715 31.898546)
30,141,Fossil gas,546,'"TSO"=>"", "oid"=>"57875", "name"=>"IPP3 ", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(36.186218 31.907873)
31,145,Fossil gas,360,'"TSO"=>"", "oid"=>"57835", "name"=>"QATRANEH GENERATION", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(36.026917 31.195182)
32,151,Wind farm,0,'"TSO"=>"", "oid"=>"57823", "name"=>"RASHADIYA", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(35.661621 30.653271)
33,152,Wind farm,0,'"TSO"=>"", "oid"=>"57822", "name"=>"EL FUJEIJ WIND", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(35.669861 30.543339)
34,153,Wind farm,0,'"TSO"=>"", "oid"=>"57824", "name"=>"KOSPO WIND", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(35.684967 30.715865)
35,154,Wind farm,117,'"TSO"=>"", "oid"=>"57877", "name"=>"TAFILA WIND ", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(35.712433 30.693431)
36,155,Wind farm,0,'"TSO"=>"", "oid"=>"57819", "name"=>"AL-RAJIF WIND", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(35.474854 30.130875)
37,158,Solar photovoltaic,0,'"TSO"=>"", "oid"=>"57816", "name"=>"QUWIRA SOLAR", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(35.400696 29.703561)
38,159,Solar photovoltaic,0,'"TSO"=>"", "oid"=>"57827", "name"=>"MA''AN SOLAR", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(35.849762 30.141564)
39,167,Fossil gas,0,'"TSO"=>"", "oid"=>"57811", "name"=>"AQABA GENERATION", "country"=>"JO", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(35.04776 29.343875)
40,170,Other or not listed,0,'"TSO"=>"", "oid"=>"57195", "name"=>"Sharm Elsheikh", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(34.203186 27.909486)
41,179,Other or not listed,0,'"TSO"=>"", "oid"=>"57368", "name"=>"S.Karir", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(29.299164 30.866868)
42,183,Other or not listed,0,'"TSO"=>"", "oid"=>"57254", "name"=>"Medalik", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(29.51889 30.611914)
43,188,Other or not listed,0,'"TSO"=>"", "oid"=>"57364", "name"=>"A.Qir", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.423889 31.419288)
44,192,Other or not listed,0,'"TSO"=>"", "oid"=>"57265", "name"=>"Siuf", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.531006 31.185784)
45,198,Other or not listed,0,'"TSO"=>"", "oid"=>"57272", "name"=>"Damanhur", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.565338 30.930501)
46,194,Other or not listed,0,'"TSO"=>"", "oid"=>"57266", "name"=>"K.D", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.418396 30.875119)
47,197,Other or not listed,0,'"TSO"=>"", "oid"=>"57280", "name"=>"I. Baroud", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.745239 30.890441)
48,204,Other or not listed,0,'"TSO"=>"", "oid"=>"57225", "name"=>"Sadat", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.206909 30.078601)
49,210,Other or not listed,0,'"TSO"=>"", "oid"=>"57271", "name"=>"Nobaria", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.864716 30.529145)
50,214,Other or not listed,0,'"TSO"=>"", "oid"=>"57237", "name"=>"Cairo 500", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.514526 30.007274)
51,228,Other or not listed,0,'"TSO"=>"", "oid"=>"57283", "name"=>"Cairo S.", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.82077 29.403712)
52,243,Other or not listed,0,'"TSO"=>"", "oid"=>"57362", "name"=>"Domiat", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.536255 31.461468)
53,196,Other or not listed,0,'"TSO"=>"", "oid"=>"57371", "name"=>"Mahmudia", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(30.982819 31.158759)
54,245,Other or not listed,0,'"TSO"=>"", "oid"=>"57269", "name"=>"Mahmudia", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.055603 31.104685)
55,248,Other or not listed,0,'"TSO"=>"", "oid"=>"57298", "name"=>"Talkha", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.48407 31.122321)
112,1107,Hard coal,,'"oid"=>"42513", "name"=>"Sedef TES", "country"=>"TR", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(35.610809 36.591274)
56,294,Other or not listed,0,'"TSO"=>"", "oid"=>"57360", "name"=>"Pt. Said", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(32.320404 31.24803)
57,274,Other or not listed,0,'"TSO"=>"", "oid"=>"57299", "name"=>"Cairo N.", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.389313 29.816817)
58,293,Substations + Power Plants,0,'"TSO"=>"", "oid"=>"57224", "name"=>" Suez", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(32.181702 29.557929)
59,294,Other or not listed,0,'"TSO"=>"", "oid"=>"57361", "name"=>"Pt. Said", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(32.476959 31.17756)
60,296,Other or not listed,0,'"TSO"=>"", "oid"=>"57346", "name"=>"Pt. Said East", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(33.155365 31.139954)
61,298,Other or not listed,0,'"TSO"=>"", "oid"=>"57297", "name"=>"A. Sultan", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(32.391815 30.237713)
62,304,Other or not listed,0,'"TSO"=>"", "oid"=>"57193", "name"=>"O. Mousa", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(32.66922 29.857319)
63,303,Other or not listed,0,'"TSO"=>"", "oid"=>"57349", "name"=>"Ataqa", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(32.420654 29.825157)
64,308,Other or not listed,0,'"TSO"=>"", "oid"=>"57315", "name"=>"W. Houf", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.9375 29.359436)
65,310,Other or not listed,0,'"TSO"=>"", "oid"=>"57337", "name"=>"Tebbin South", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.181946 29.222898)
66,310,Other or not listed,0,'"TSO"=>"", "oid"=>"57278", "name"=>"Tebbin South", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.15448 29.124573)
67,311,Other or not listed,0,'"TSO"=>"", "oid"=>"57241", "name"=>"Kurimat", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.297302 28.972104)
68,311,Other or not listed,0,'"TSO"=>"", "oid"=>"57382", "name"=>"Kurimat", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.161346 28.800157)
69,320,Other or not listed,0,'"TSO"=>"", "oid"=>"57351", "name"=>"Suez Golf", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(32.195435 29.180941)
70,238,Other or not listed,0,'"TSO"=>"", "oid"=>"57395", "name"=>"Walidia", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(30.969086 27.677447)
71,325,Other or not listed,0,'"TSO"=>"", "oid"=>"57240", "name"=>"Assuit Steam", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(31.261597 27.357132)
72,332,Other or not listed,0,'"TSO"=>"", "oid"=>"57341", "name"=>"Zafarana 2", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(32.636261 28.37086)
73,333,Other or not listed,0,'"TSO"=>"", "oid"=>"57354", "name"=>"Zafarana", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(32.937012 28.48197)
74,172,Other or not listed,0,'"TSO"=>"", "oid"=>"57197", "name"=>"Hurghada", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(33.721161 27.149589)
75,172,Other or not listed,0,'"TSO"=>"", "oid"=>"57385", "name"=>"Hurghada", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(33.721161 27.149589)
76,341,Other or not listed,0,'"TSO"=>"", "oid"=>"57386", "name"=>"Matrouh", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(27.16507 31.379434)
77,343,Fossil oil,0,'"TSO"=>"", "oid"=>"57768", "name"=>"SIRT", "country"=>"LY", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"1", "visible_on_printed"=>"1"',POINT(17.027435 31.012925)
78,347,Fossil fuel,0,'"TSO"=>"", "oid"=>"57777", "name"=>"BENGASI WEST", "country"=>"LY", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(20.093994 31.828566)
79,349,Fossil fuel,0,'"TSO"=>"", "oid"=>"57775", "name"=>"ZWITINA", "country"=>"LY", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(20.148926 31.087046)
80,353,Fossil fuel,0,'"TSO"=>"", "oid"=>"57772", "name"=>"SRIR WEST", "country"=>"LY", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(21.243439 27.250967)
81,354,Fossil fuel,0,'"TSO"=>"", "oid"=>"57789", "name"=>"SRIR WEST", "country"=>"LY", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(21.336823 27.246083)
82,355,Fossil fuel,0,'"TSO"=>"", "oid"=>"57804", "name"=>"ROWSS", "country"=>"LY", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"1", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(11.852875 31.755029)
169,652,Fossil gas,400,'"oid"=>"58515", "name"=>"ZAWLA", "country"=>"LY", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(12.697449 32.723754)
83,379,Mixed fuels,0,'"TSO"=>"", "oid"=>"57460", "name"=>"Hassi Messaoud West", "country"=>"DZ", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(5.85022 31.557474)
84,381,Mixed fuels,0,'"TSO"=>"", "oid"=>"57459", "name"=>"Hassi Messaoud North", "country"=>"DZ", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(6.273193 31.878724)
85,385,Mixed fuels,0,'"TSO"=>"", "oid"=>"57420", "name"=>"Hassi Berkine", "country"=>"DZ", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(8.018646 30.919898)
86,385,Mixed fuels,0,'"TSO"=>"", "oid"=>"57421", "name"=>"Hassi Berkine", "country"=>"DZ", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(8.018646 30.919898)
87,387,Substations + Power Plants,,'"oid"=>"66919", "name"=>"Timimoun", "country"=>"DZ", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(0.205993999999999 29.18214)
88,388,Substations + Power Plants,,'"oid"=>"66918", "name"=>"Kabertene", "country"=>"DZ", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(0.140076000000012 28.497661)
89,389,Substations + Power Plants,,'"oid"=>"66916", "name"=>"In Salah", "country"=>"DZ", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(2.492523 27.19235)
90,398,Substations + Power Plants,,'"oid"=>"66513", "name"=>"Adrar", "country"=>"DZ", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-0.247192000000001 28.051379)
91,400,Substations + Power Plants,,'"oid"=>"66915", "name"=>"Zaouiet El Kounta", "country"=>"DZ", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-0.124968999999997 27.13859)
92,401,Wind farm,,'"oid"=>"58114", "name"=>"Essaouira", "country"=>"MA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-9.72152700000001 31.522361)
93,412,Hydro mixed pump storage,,'"oid"=>"58121", "name"=>"STEP A MOUMEN", "country"=>"MA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-9.02526899999999 30.617823)
94,415,Fossil fuel,,'"oid"=>"58117", "name"=>"TAN TAN", "country"=>"MA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-11.048126 28.395025)
95,419,Hydro run of river & pondage,,'"oid"=>"64913", "name"=>"Lalla Takerkoust", "country"=>"MA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-8.13812300000001 31.331352)
96,423,Hydro mixed pump storage,0,'"TSO"=>"", "oid"=>"57680", "name"=>"TIZGUI", "country"=>"MA", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-6.72500599999999 31.90321)
97,425,Hydro mixed pump storage,0,'"TSO"=>"", "oid"=>"57681", "name"=>"STEP I", "country"=>"MA", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-6.58218400000001 31.855398)
98,426,Solar thermic,0,'"TSO"=>"", "oid"=>"57690", "name"=>"C.S. OUARZAZATE", "country"=>"MA", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-6.90490699999999 30.790216)
99,427,Hydro mixed pump storage,,'"oid"=>"64914", "name"=>"EL MANSOUR", "country"=>"MA", "visible"=>"1", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-6.825256 30.950525)
100,430,Wind farm,0,'"TSO"=>"", "oid"=>"57698", "name"=>"TARFAYA", "country"=>"MA", "visible"=>"1", "EIC_code"=>"", "tie_line_s"=>"0", "under_construction"=>"0", "visible_on_printed"=>"1"',POINT(-12.733154 27.885212)
