24,81,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"629", "visible"=>"1", "name_eng"=>"Rabigh", "name_nat"=>" ", "objectid"=>"649", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Rabigh"',POINT(38.913574 23.513626)
25,82,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"630", "visible"=>"1", "name_eng"=>"Yanbo SWCC", "name_nat"=>" ", "objectid"=>"650", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Yanbo SWCC"',POINT(37.540283 24.786735)
26,83,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"631", "visible"=>"1", "name_eng"=>"Musajeed", "name_nat"=>" ", "objectid"=>"651", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Musajeed"',POINT(38.891602 24.437148)
27,84,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"632", "visible"=>"1", "name_eng"=>"Al Munwwarah", "name_nat"=>" ", "objectid"=>"652", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Al Munwwarah"',POINT(39.572754 24.407138)
28,88,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"636", "visible"=>"1", "name_eng"=>"unknown", "name_nat"=>" ", "objectid"=>"656", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"unknown"',POINT(40.155029 22.136532)
29,89,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"637", "visible"=>"1", "name_eng"=>"Jeddah", "name_nat"=>" ", "objectid"=>"657", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>""',POINT(39.715576 21.983801)
30,93,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"641", "visible"=>"1", "name_eng"=>"Ipp", "name_nat"=>" ", "objectid"=>"661", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Ipp"',POINT(39.287109 22.968509)
31,95,,t,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"643", "visible"=>"1", "name_eng"=>"Hail", "name_nat"=>" ", "objectid"=>"663", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Hail"',POINT(40.495605 27.955591)
32,96,,t,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"644", "visible"=>"1", "name_eng"=>"Al Madina", "name_nat"=>" ", "objectid"=>"664", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>""',POINT(39.638672 24.77676)
33,99,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"647", "visible"=>"1", "name_eng"=>"Al Madina", "name_nat"=>" ", "objectid"=>"667", "duplicate"=>"3", "mb_symbol"=>"substation", "annotation"=>""',POINT(39.506836 24.716895)
34,100,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"648", "visible"=>"1", "name_eng"=>"Wadi Al Fara", "name_nat"=>" ", "objectid"=>"668", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Wadi Al Fara"',POINT(39.385986 23.875792)
35,102,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"650", "visible"=>"1", "name_eng"=>"Khulais", "name_nat"=>" ", "objectid"=>"670", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Khulais"',POINT(39.880371 22.755921)
36,103,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"651", "visible"=>"1", "name_eng"=>"unknown", "name_nat"=>" ", "objectid"=>"671", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>""',POINT(40.023193 22.08564)
37,104,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"652", "visible"=>"1", "name_eng"=>"Shoaibah", "name_nat"=>" ", "objectid"=>"672", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>""',POINT(39.726562 21.667639)
38,105,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"653", "visible"=>"1", "name_eng"=>"unknown", "name_nat"=>" ", "objectid"=>"673", "duplicate"=>"3", "mb_symbol"=>"substation", "annotation"=>""',POINT(39.748535 22.156883)
39,106,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"654", "visible"=>"1", "name_eng"=>"unknown", "name_nat"=>" ", "objectid"=>"674", "duplicate"=>"4", "mb_symbol"=>"substation", "annotation"=>""',POINT(39.715576 22.278931)
40,107,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"655", "visible"=>"1", "name_eng"=>"unknown", "name_nat"=>" ", "objectid"=>"675", "duplicate"=>"5", "mb_symbol"=>"substation", "annotation"=>""',POINT(39.649658 22.23826)
41,108,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"656", "visible"=>"1", "name_eng"=>"Jeddah", "name_nat"=>" ", "objectid"=>"676", "duplicate"=>"4", "mb_symbol"=>"substation", "annotation"=>""',POINT(39.715576 22.03473)
42,109,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"657", "visible"=>"1", "name_eng"=>"unknown", "name_nat"=>" ", "objectid"=>"677", "duplicate"=>"6", "mb_symbol"=>"substation", "annotation"=>""',POINT(40.187988 21.851302)
43,110,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"658", "visible"=>"1", "name_eng"=>"Makkah", "name_nat"=>" ", "objectid"=>"678", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>""',POINT(40.297852 22.09582)
44,111,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"659", "visible"=>"1", "name_eng"=>"Al Mukarramah", "name_nat"=>" ", "objectid"=>"679", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Al Mukarramah"',POINT(40.407715 21.943046)
45,112,380,f,Substation,f,'"mw"=>"-1", "country"=>"SA", "ogc_fid"=>"660", "visible"=>"1", "name_eng"=>"Taif", "name_nat"=>" ", "objectid"=>"680", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>""',POINT(40.462646 21.71868)
46,115,220,f,Substation,f,'"mw"=>"-1", "country"=>"RU", "ogc_fid"=>"8330", "visible"=>"1", "name_eng"=>"unknown", "objectid"=>"2057", "duplicate"=>"218", "mb_symbol"=>"substation", "annotation"=>""',POINT(37.672119 59.00097)
47,123,132,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2488", "visible"=>"1", "name_eng"=>"Orounda", "name_nat"=>" ", "objectid"=>"2574", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Orounda"',POINT(33.09082 35.110922)
48,124,132,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2489", "visible"=>"1", "name_eng"=>"Athalassa", "name_nat"=>" ", "objectid"=>"2577", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Athalassa"',POINT(33.486328 35.110922)
49,125,220,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2490", "visible"=>"1", "name_eng"=>"Tseri", "name_nat"=>" ", "objectid"=>"2579", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Tseri"',POINT(33.321533 35.038992)
50,126,132,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2491", "visible"=>"1", "name_eng"=>"Alambra", "name_nat"=>" ", "objectid"=>"2581", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Alambra"',POINT(33.387451 34.921971)
51,127,132,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2492", "visible"=>"1", "name_eng"=>"FIZ", "name_nat"=>" ", "objectid"=>"2582", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"FIZ"',POINT(33.497314 34.903953)
52,128,132,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2493", "visible"=>"1", "name_eng"=>"Larnaca", "name_nat"=>" ", "objectid"=>"2584", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Larnaca"',POINT(33.618164 34.939985)
53,129,132,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2494", "visible"=>"1", "name_eng"=>"Protaras", "name_nat"=>" ", "objectid"=>"2586", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Protaras"',POINT(34.046631 35.029996)
54,130,132,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2495", "visible"=>"1", "name_eng"=>"Polemidhia", "name_nat"=>" ", "objectid"=>"2591", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Polemidhia"',POINT(33.024902 34.660322)
55,131,132,f,Substation,f,'"mw"=>"-1", "country"=>"CY", "ogc_fid"=>"2496", "visible"=>"1", "name_eng"=>"Anatoliko", "name_nat"=>" ", "objectid"=>"2592", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Anatoliko"',POINT(32.607422 34.723555)
6753,9983,220,f,joint,,,POINT(2.64702893031369 36.4645205052217)
6754,9984,220,f,joint,,,POINT(1.75599774243697 36.2137024262537)
56,132,132,f,Fossil oil,f,'"mw"=>"418", "country"=>"CY", "ogc_fid"=>"2497", "visible"=>"1", "name_eng"=>"Moni P.S.", "name_nat"=>" ", "objectid"=>"2594", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"Moni P.S."',POINT(33.21167 34.732584)
57,133,132,f,Fossil oil,f,'"mw"=>"247", "country"=>"CY", "ogc_fid"=>"2498", "visible"=>"1", "name_eng"=>"Vasilikos P.S.", "name_nat"=>" ", "objectid"=>"2595", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"Vasilikos P.S."',POINT(33.376465 34.759666)
58,133,220,f,Fossil oil,f,'"mw"=>"247", "country"=>"CY", "ogc_fid"=>"2498", "visible"=>"1", "name_eng"=>"Vasilikos P.S.", "name_nat"=>" ", "objectid"=>"2595", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"Vasilikos P.S."',POINT(33.376465 34.759666)
59,134,132,f,Fossil oil,f,'"mw"=>"520", "country"=>"CY", "ogc_fid"=>"2499", "visible"=>"1", "name_eng"=>"Dhekelia P.S.", "name_nat"=>" ", "objectid"=>"2596", "duplicate"=>"1", "mb_symbol"=>"fossil_oil", "annotation"=>"Dhekelia P.S."',POINT(33.804932 34.966999)
60,138,220,f,Other or not listed,f,'"mw"=>"-1", "country"=>"RU", "ogc_fid"=>"8331", "visible"=>"1", "name_eng"=>"TPP-3", "objectid"=>"2192", "duplicate"=>"1", "mb_symbol"=>"other_nl", "annotation"=>"TPP-3"',POINT(38.95752 55.869147)
61,153,220,f,Substation,f,'"mw"=>"0", "tso"=>" ", "country"=>"LY", "ogc_fid"=>"7336", "visible"=>"1", "anno_box"=>"0", "category"=>"0", "name_eng"=>" ", "name_nat"=>" ", "objectid"=>"0", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>"", "country_group"=>" ", "tie_line_station"=>"0"',POINT(12.98584 31.868228)
62,154,220,f,Substation,f,'"mw"=>"0", "tso"=>" ", "country"=>"LY", "ogc_fid"=>"7337", "visible"=>"1", "anno_box"=>"0", "category"=>"0", "name_eng"=>" ", "name_nat"=>" ", "objectid"=>"0", "duplicate"=>"3", "mb_symbol"=>"substation", "annotation"=>"", "country_group"=>" ", "tie_line_station"=>"0"',POINT(15.358887 29.954935)
63,163,380,f,'Fossil gas, under construction',t,'"mw"=>"845", "country"=>"GR", "ogc_fid"=>"3849", "visible"=>"-1", "category"=>"1", "name_eng"=>"Megalopoli", "name_nat"=>" ", "objectid"=>"4016", "duplicate"=>"1", "mb_symbol"=>"fossil_coal_gas_cons", "annotation"=>"Megalopoli"',POINT(22.280273 37.422526)
64,165,380,f,Substation,f,'"mw"=>"416.899994", "country"=>"GR", "ogc_fid"=>"3852", "visible"=>"-1", "category"=>"1", "name_eng"=>"Aliveri", "name_nat"=>" ", "objectid"=>"4019", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Aliveri"',POINT(24.016113 38.43638)
65,175,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3863", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Arachthos", "name_nat"=>" ", "objectid"=>"4030", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>""',POINT(21.137695 39.27479)
66,176,,t,Converter Station,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3864", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Arachthos", "name_nat"=>" ", "objectid"=>"4031", "duplicate"=>"1", "mb_symbol"=>"converter", "annotation"=>"Arachthos", "tie_line_station"=>"1"',POINT(21.09375 39.3173)
67,177,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3865", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Acheloos", "name_nat"=>" ", "objectid"=>"4032", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Acheloos"',POINT(21.588135 38.659778)
68,179,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3867", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Larymna", "name_nat"=>" ", "objectid"=>"4034", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Larymna"',POINT(23.192139 38.462192)
69,180,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3868", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Distomo", "name_nat"=>" ", "objectid"=>"4035", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Distomo"',POINT(22.70874 38.401949)
70,181,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3869", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Trikala", "name_nat"=>" ", "objectid"=>"4036", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Trikala"',POINT(21.994629 39.487085)
71,182,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3870", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Larissa", "name_nat"=>" ", "objectid"=>"4037", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Larissa"',POINT(22.434082 39.529467)
72,183,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3871", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Argyroupoli", "name_nat"=>" ", "objectid"=>"4038", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Argyroupoli"',POINT(23.796387 37.857507)
73,184,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3872", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Koumoundourou", "name_nat"=>" ", "objectid"=>"4039", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Koumoundourou"',POINT(23.631592 37.996163)
74,185,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3873", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Acharnes", "name_nat"=>" ", "objectid"=>"4040", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Acharnes"',POINT(23.741455 38.22092)
75,186,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3874", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Pallini", "name_nat"=>" ", "objectid"=>"4041", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Pallini"',POINT(23.950195 37.926868)
76,187,380,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3875", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Ag. Stefanos", "name_nat"=>" ", "objectid"=>"4042", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Ag. Stefanos"',POINT(23.928223 38.134557)
77,195,380,f,Fossil gas,f,'"mw"=>"579.799988", "country"=>"GR", "ogc_fid"=>"3883", "visible"=>"-1", "category"=>"1", "name_eng"=>"Heron", "name_nat"=>" ", "objectid"=>"4050", "duplicate"=>"1", "mb_symbol"=>"fossil_coal_gas", "annotation"=>"Heron"',POINT(23.203125 38.289937)
78,196,380,f,'Substation, under construction',t,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3884", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Patra", "name_nat"=>" ", "objectid"=>"4052", "duplicate"=>"1", "mb_symbol"=>"substation_cons", "annotation"=>"Patra"',POINT(21.796875 38.177751)
79,197,380,f,'Substation, under construction',t,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3885", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Korinthos", "name_nat"=>" ", "objectid"=>"4053", "duplicate"=>"1", "mb_symbol"=>"substation_cons", "annotation"=>"Korinthos"',POINT(22.906494 37.883525)
80,203,132,f,Substation,f,'"mw"=>"1551.800049", "country"=>"GR", "ogc_fid"=>"3891", "visible"=>"-1", "category"=>"1", "name_eng"=>"Lavrio", "name_nat"=>" ", "objectid"=>"4060", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Lavrio"',POINT(23.983154 37.753344)
6755,9986,220,f,joint,,,POINT(2.61434008412858 36.5368079039058)
6756,9986,380,f,joint,,,POINT(2.61434008412858 36.5368079039058)
6757,9987,220,f,joint,,,POINT(2.94433599999999 35.675147)
81,203,380,f,Substation,f,'"mw"=>"1551.800049", "country"=>"GR", "ogc_fid"=>"3891", "visible"=>"-1", "category"=>"1", "name_eng"=>"Lavrio", "name_nat"=>" ", "objectid"=>"4060", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Lavrio"',POINT(23.983154 37.753344)
82,207,132,f,Substation,f,'"mw"=>"-1", "country"=>"GR", "ogc_fid"=>"3895", "visible"=>"-1", "category"=>"-1", "name_eng"=>"Mourtos", "name_nat"=>" ", "objectid"=>"4065", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Mourtos", "tie_line_station"=>"1"',POINT(20.401611 39.444678)
83,222,220,f,Substation,f,'"mw"=>"-1", "country"=>"IT", "ogc_fid"=>"4043", "visible"=>"1", "name_eng"=>"Portoscuso", "name_nat"=>" ", "objectid"=>"4217", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Portoscuso"',POINT(8.448486 39.223743)
84,229,380,f,Substation,f,'"mw"=>"-1", "country"=>"IT", "ogc_fid"=>"4073", "visible"=>"1", "name_eng"=>"Rumianca", "name_nat"=>" ", "objectid"=>"4247", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Rumianca"',POINT(8.96484399999999 39.232253)
85,230,220,f,Substation,f,'"mw"=>"-1", "country"=>"IT", "ogc_fid"=>"4074", "visible"=>"1", "name_eng"=>"Villasor", "name_nat"=>" ", "objectid"=>"4248", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Villasor"',POINT(8.96484399999999 39.419221)
86,231,220,f,Substation,f,'"mw"=>"-1", "country"=>"IT", "ogc_fid"=>"4075", "visible"=>"1", "name_eng"=>"Selargius", "name_nat"=>" ", "objectid"=>"4249", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Selargius"',POINT(9.18456999999999 39.376772)
87,231,380,f,Substation,f,'"mw"=>"-1", "country"=>"IT", "ogc_fid"=>"4075", "visible"=>"1", "name_eng"=>"Selargius", "name_nat"=>" ", "objectid"=>"4249", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Selargius"',POINT(9.18456999999999 39.376772)
88,235,220,f,'Substation, under construction',t,'"mw"=>"-1", "country"=>"IT", "ogc_fid"=>"4166", "visible"=>"1", "name_eng"=>"Ciminna", "name_nat"=>" ", "objectid"=>"4340", "duplicate"=>"1", "mb_symbol"=>"substation_cons", "annotation"=>"Ciminna"',POINT(13.436279 37.892196)
89,236,220,f,Substation,f,'"mw"=>"-1", "country"=>"IT", "ogc_fid"=>"4167", "visible"=>"1", "name_eng"=>"Trapani-Salemi", "name_nat"=>" ", "objectid"=>"4341", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Trapani-Salemi"',POINT(12.502441 37.909534)
