snapshot,VIC,SA,NSW
2011-01-02 12:00:00,4609.6,1206.7150000000001,7212.395
2011-01-02 13:00:00,4530.200000000001,1342.6799999999998,6846.51
2011-01-02 14:00:00,4388.25,1252.85,6464.29
2011-01-02 15:00:00,4342.35,1118.83,6133.575000000001
2011-01-02 16:00:00,4037.1949999999997,1055.5,5964.24
2011-01-02 17:00:00,3950.43,1036.425,6011.465
2011-01-02 18:00:00,4025.1949999999997,1017.075,6164.715
2011-01-02 19:00:00,4167.01,1016.995,6449.62
2011-01-02 20:00:00,4353.805,1065.1399999999999,6904.264999999999
2011-01-02 21:00:00,4521.89,1112.47,7473.8099999999995
2011-01-02 22:00:00,4780.77,1181.215,7958.46
2011-01-02 23:00:00,4822.5650000000005,1235.5,8137.015
2011-01-03 00:00:00,4881.79,1267.5900000000001,8148.37
2011-01-03 01:00:00,4905.32,1296.135,8161.875
2011-01-03 02:00:00,4888.125,1307.355,8109.155000000001
2011-01-03 03:00:00,4895.3099999999995,1322.9050000000002,8030.18
2011-01-03 04:00:00,4939.6849999999995,1335.05,7974.23
2011-01-03 05:00:00,5031.48,1367.705,8122.59
2011-01-03 06:00:00,5093.264999999999,1403.26,8241.39
2011-01-03 07:00:00,4883.87,1380.5900000000001,8034.9400000000005
2011-01-03 08:00:00,4756.17,1323.505,7849.3
2011-01-03 09:00:00,4835.015,1339.0349999999999,7826.095
2011-01-03 10:00:00,4752.89,1360.2800000000002,7565.9
2011-01-03 11:00:00,4547.6900000000005,1288.405,7512.3
2011-01-03 12:00:00,4583.835,1254.4,7295.17
2011-01-03 13:00:00,4536.25,1389.29,7032.895
2011-01-03 14:00:00,4521.91,1263.925,6637.860000000001
2011-01-03 15:00:00,4434.74,1155.12,6196.55
2011-01-03 16:00:00,4186.1,1114.855,6050.01
2011-01-03 17:00:00,4206.969999999999,1117.08,6166.450000000001
2011-01-03 18:00:00,4412.235000000001,1151.3049999999998,6594.0599999999995
2011-01-03 19:00:00,4854.57,1224.9,7261.29
2011-01-03 20:00:00,5223.700000000001,1404.505,7983.66
2011-01-03 21:00:00,5455.425,1478.0749999999998,8555.189999999999
2011-01-03 22:00:00,5646.39,1560.75,8932.705
2011-01-03 23:00:00,5736.545,1625.12,9036.135
2011-01-04 00:00:00,5828.3099999999995,1657.29,9089.475
2011-01-04 01:00:00,5862.145,1680.31,9035.415
2011-01-04 02:00:00,5896.360000000001,1702.87,9014.905
2011-01-04 03:00:00,5909.48,1687.735,8958.779999999999
2011-01-04 04:00:00,5946.51,1734.455,8965.34
2011-01-04 05:00:00,5984.4349999999995,1725.9850000000001,9000.060000000001
2011-01-04 06:00:00,5866.280000000001,1727.575,8852.82
2011-01-04 07:00:00,5593.97,1673.415,8569.675
2011-01-04 08:00:00,5339.02,1550.77,8172.815
2011-01-04 09:00:00,5251.504999999999,1482.915,8234.265
2011-01-04 10:00:00,5097.895,1483.355,8037.965
2011-01-04 11:00:00,4819.725,1388.3850000000002,7890.360000000001
2011-01-04 12:00:00,4831.389999999999,1349.85,7739.97
2011-01-04 13:00:00,4691.75,1476.715,7456.93
2011-01-04 14:00:00,4645.255,1363.4299999999998,6989.5599999999995
2011-01-04 15:00:00,4631.5650000000005,1234.825,6451.030000000001
2011-01-04 16:00:00,4368.355,1175.645,6248.105
2011-01-04 17:00:00,4322.705,1149.4650000000001,6356.504999999999
2011-01-04 18:00:00,4554.71,1179.855,6694.14
2011-01-04 19:00:00,4893.695,1267.465,7418.84
2011-01-04 20:00:00,5261.375,1425.0900000000001,8137.715
2011-01-04 21:00:00,5497.395,1492.635,8665.175
2011-01-04 22:00:00,5675.035,1554.83,9055.555
2011-01-04 23:00:00,5749.16,1594.1950000000002,9108.535
2011-01-05 00:00:00,5875.735000000001,1634.17,9204.884999999998
2011-01-05 01:00:00,5911.549999999999,1640.91,9217.560000000001
2011-01-05 02:00:00,5935.01,1654.45,9252.83
2011-01-05 03:00:00,5948.285,1697.075,9299.625
2011-01-05 04:00:00,5969.655,1667.2649999999999,9172.705
2011-01-05 05:00:00,5955.325,1698.405,9090.48
2011-01-05 06:00:00,5807.38,1680.15,8822.065
2011-01-05 07:00:00,5493.615,1613.78,8520.955
2011-01-05 08:00:00,5291.785,1464.855,8295.83
2011-01-05 09:00:00,5254.995,1398.3600000000001,8201.73
2011-01-05 10:00:00,5140.6900000000005,1423.625,7964.870000000001
2011-01-05 11:00:00,4840.475,1337.12,7878.255
2011-01-05 12:00:00,4806.5599999999995,1286.56,7637.795
2011-01-05 13:00:00,4733.93,1408.47,7308.48
2011-01-05 14:00:00,4785.895,1292.2849999999999,6874.09
2011-01-05 15:00:00,4737.475,1154.475,6406.45
2011-01-05 16:00:00,4494.325,1149.695,6234.305
2011-01-05 17:00:00,4452.275,1110.5900000000001,6314.905000000001
2011-01-05 18:00:00,4642.055,1144.775,6684.049999999999
2011-01-05 19:00:00,5004.905000000001,1241.705,7397.575000000001
2011-01-05 20:00:00,5396.6900000000005,1418.335,8182.77
2011-01-05 21:00:00,5660.85,1519.45,8825.740000000002
2011-01-05 22:00:00,5882.59,1620.1100000000001,9207.705
2011-01-05 23:00:00,6096.115,1688.04,9298.11
2011-01-06 00:00:00,6285.14,1774.17,9310.605
2011-01-06 01:00:00,6389.5,1888.98,9298.7
2011-01-06 02:00:00,6517.42,2007.23,9306.18
2011-01-06 03:00:00,6669.594999999999,2115.1949999999997,9337.305
2011-01-06 04:00:00,6819.75,2181.235,9378.915
2011-01-06 05:00:00,6979.505,2254.1800000000003,9419.36
2011-01-06 06:00:00,6946.865,2272.19,9302.71
2011-01-06 07:00:00,6700.305,2198.6099999999997,9002.79
2011-01-06 08:00:00,6331.110000000001,2094.035,8785.825
2011-01-06 09:00:00,6156.605,2016.52,8750.765
2011-01-06 10:00:00,5841.32,1936.5,8392.59
2011-01-06 11:00:00,5320.07,1789.22,8235.435000000001
2011-01-06 12:00:00,5181.36,1658.27,7973.85
2011-01-06 13:00:00,4902.145,1707.46,7615.9
2011-01-06 14:00:00,4812.155000000001,1562.355,7109.610000000001
2011-01-06 15:00:00,4741.405000000001,1391.02,6566.355
2011-01-06 16:00:00,4476.975,1320.695,6393.755
2011-01-06 17:00:00,4494.610000000001,1326.45,6449.639999999999
2011-01-06 18:00:00,4668.389999999999,1352.3200000000002,6862.745
2011-01-06 19:00:00,5067.219999999999,1443.9450000000002,7603.155000000001
2011-01-06 20:00:00,5606.165,1597.73,8432.28
2011-01-06 21:00:00,6036.51,1788.31,9013.58
2011-01-06 22:00:00,6370.3099999999995,1966.4450000000002,9382.725
2011-01-06 23:00:00,6644.115,2068.58,9537.375
2011-01-07 00:00:00,6903.645,2144.7650000000003,9664.435
2011-01-07 01:00:00,7136.055,2313.1000000000004,9643.27
2011-01-07 02:00:00,7380.73,2405.5200000000004,9656.135
2011-01-07 03:00:00,7624.175,2516.19,9686.395
2011-01-07 04:00:00,7875.245000000001,2611.8149999999996,9726.2
2011-01-07 05:00:00,8026.735000000001,2678.11,9650.555
2011-01-07 06:00:00,7946.525,2649.1499999999996,9215.625
2011-01-07 07:00:00,7622.49,2545.175,8891.485
2011-01-07 08:00:00,7185.465,2386.465,8708.16
2011-01-07 09:00:00,6780.200000000001,2208.7799999999997,8670.3
2011-01-07 10:00:00,6355.889999999999,2135.915,8460.564999999999
2011-01-07 11:00:00,5838.475,1964.905,8364.795
2011-01-07 12:00:00,5569.8099999999995,1824.295,8101.01
2011-01-07 13:00:00,5270.280000000001,1858.705,7716.035
2011-01-07 14:00:00,5100.105,1676.185,7172.8099999999995
2011-01-07 15:00:00,4892.17,1482.065,6617.98
2011-01-07 16:00:00,4667.285,1400.6950000000002,6408.905000000001
2011-01-07 17:00:00,4603.424999999999,1349.1399999999999,6376.764999999999
2011-01-07 18:00:00,4662.755,1337.15,6474.2
2011-01-07 19:00:00,4854.145,1335.105,6903.889999999999
2011-01-07 20:00:00,5254.01,1448.6950000000002,7704.844999999999
2011-01-07 21:00:00,5751.405,1499.395,8460.98
2011-01-07 22:00:00,6260.004999999999,1567.22,8832.145
2011-01-07 23:00:00,6714.855,1689.44,8924.91
2011-01-08 00:00:00,7002.065,1732.5500000000002,8948.305
2011-01-08 01:00:00,7229.59,1703.53,8923.42
2011-01-08 02:00:00,7359.915,1629.71,9025.645
2011-01-08 03:00:00,7308.38,1597.8899999999999,9081.325
2011-01-08 04:00:00,6861.605,1536.325,9216.224999999999
2011-01-08 05:00:00,6513.275,1519.365,9173.545
2011-01-08 06:00:00,6171.6,1489.615,9087.695
2011-01-08 07:00:00,5818.67,1477.7350000000001,8840.244999999999
2011-01-08 08:00:00,5539.4349999999995,1441.48,8679.67
2011-01-08 09:00:00,5516.5650000000005,1404.87,8700.904999999999
2011-01-08 10:00:00,5377.115,1396.665,8493.275000000001
2011-01-08 11:00:00,5131.215,1342.075,8306.154999999999
2011-01-08 12:00:00,5127.575000000001,1319.205,7841.005
2011-01-08 13:00:00,4980.88,1448.645,7400.115
2011-01-08 14:00:00,4808.4,1316.525,6871.595
2011-01-08 15:00:00,4634.18,1163.395,6487.47
2011-01-08 16:00:00,4348.58,1073.905,6327.545
2011-01-08 17:00:00,4262.915,1061.88,6317.58
2011-01-08 18:00:00,4203.285,1077.335,6365.295
2011-01-08 19:00:00,4293.145,1031.62,6617.695
2011-01-08 20:00:00,4483.79,1060.315,7227.139999999999
2011-01-08 21:00:00,4679.594999999999,1071.8400000000001,7978.52
2011-01-08 22:00:00,4843.93,1149.545,8492.695
2011-01-08 23:00:00,4929.295,1237.045,8683.34
2011-01-09 00:00:00,5018.47,1291.025,8860.105
2011-01-09 01:00:00,5142.24,1365.135,8830.02
2011-01-09 02:00:00,5086.795,1421.355,8887.08
2011-01-09 03:00:00,5065.465,1483.1399999999999,8905.134999999998
2011-01-09 04:00:00,5101.665,1543.49,8945.265
2011-01-09 05:00:00,5185.83,1606.5,8911.525000000001
2011-01-09 06:00:00,5171.445,1669.54,8936.765
2011-01-09 07:00:00,5085.0650000000005,1670.51,8834.75
2011-01-09 08:00:00,4993.21,1608.17,8699.925
2011-01-09 09:00:00,5017.98,1538.915,8737.93
2011-01-09 10:00:00,4916.2,1510.73,8400.18
2011-01-09 11:00:00,4659.215,1426.5749999999998,7977.85
2011-01-09 12:00:00,4669.54,1354.895,7463.535
2011-01-09 13:00:00,4599.085,1493.28,7119.515
2011-01-09 14:00:00,4641.9349999999995,1361.81,6716.62
2011-01-09 15:00:00,4580.28,1245.045,6380.280000000001
2011-01-09 16:00:00,4392.315,1195.505,6338.03
2011-01-09 17:00:00,4399.63,1219.71,6543.345
2011-01-09 18:00:00,4709.755,1285.53,7115.26
2011-01-09 19:00:00,5202.549999999999,1428.2150000000001,8084.905
2011-01-09 20:00:00,5689.23,1574.045,8966.59
2011-01-09 21:00:00,6035.9400000000005,1678.37,9625.07
2011-01-09 22:00:00,6277.695,1823.585,10074.36
2011-01-09 23:00:00,6419.96,1943.915,10270.224999999999
2011-01-10 00:00:00,6525.275,2008.0549999999998,10313.1
2011-01-10 01:00:00,6537.07,2063.745,10168.075
2011-01-10 02:00:00,6601.675,2142.3149999999996,10207.305
2011-01-10 03:00:00,6709.46,2190.1400000000003,10100.64
2011-01-10 04:00:00,6737.635,2211.105,10062.57
2011-01-10 05:00:00,6706.375,2233.375,10024.985
2011-01-10 06:00:00,6488.700000000001,2221.83,9707.849999999999
2011-01-10 07:00:00,6161.610000000001,2102.42,9315.54
2011-01-10 08:00:00,5886.105,1938.055,9060.61
2011-01-10 09:00:00,5828.745,1823.19,8974.55
2011-01-10 10:00:00,5578.655,1750.255,8643.125
2011-01-10 11:00:00,5231.585,1631.7,8417.55
2011-01-10 12:00:00,5246.625,1547.6550000000002,8096.110000000001
2011-01-10 13:00:00,5107.610000000001,1620.3899999999999,7730.030000000001
2011-01-10 14:00:00,4999.425,1473.7,7291.55
2011-01-10 15:00:00,4939.610000000001,1330.205,6767.325000000001
2011-01-10 16:00:00,4725.86,1283.355,6546.73
2011-01-10 17:00:00,4720.82,1252.8200000000002,6735.405
2011-01-10 18:00:00,5025.26,1290.9450000000002,7333.325
2011-01-10 19:00:00,5493.389999999999,1421.1100000000001,8221.175
2011-01-10 20:00:00,6023.225,1607.44,9110.055
2011-01-10 21:00:00,6412.805,1718.875,9700.060000000001
2011-01-10 22:00:00,6635.02,1829.7800000000002,9995.175
2011-01-10 23:00:00,6757.705,1876.04,10157.994999999999
2011-01-11 00:00:00,6916.695,1880.23,10152.645
2011-01-11 01:00:00,6982.58,1865.395,10081.765
2011-01-11 02:00:00,6940.360000000001,1859.395,10011.935
2011-01-11 03:00:00,6877.95,1857.385,9964.49
2011-01-11 04:00:00,6812.235000000001,1806.8400000000001,9867.415
2011-01-11 05:00:00,6772.585,1755.195,9726.43
2011-01-11 06:00:00,6529.47,1705.865,9495.525
2011-01-11 07:00:00,6185.845,1600.86,9183.11
2011-01-11 08:00:00,5914.36,1513.74,9069.295
2011-01-11 09:00:00,5843.635,1450.685,8971.91
2011-01-11 10:00:00,5621.41,1467.895,8639.369999999999
2011-01-11 11:00:00,5225.4349999999995,1421.62,8449.73
2011-01-11 12:00:00,5183.635,1369.6799999999998,8127.625
2011-01-11 13:00:00,5071.28,1510.37,7756.73
2011-01-11 14:00:00,4932.15,1426.315,7253.34
2011-01-11 15:00:00,4776.370000000001,1280.5749999999998,6722.875
2011-01-11 16:00:00,4512.530000000001,1225.335,6560.555
2011-01-11 17:00:00,4388.924999999999,1220.63,6747.9
2011-01-11 18:00:00,4765.15,1259.605,7302.525
2011-01-11 19:00:00,5357.535,1426.2,8279.325
2011-01-11 20:00:00,5911.355,1599.065,9185.125
2011-01-11 21:00:00,6261.389999999999,1695.4650000000001,9864.175
2011-01-11 22:00:00,6538.655000000001,1757.4,10314.68
2011-01-11 23:00:00,6776.605,1786.205,10464.974999999999
2011-01-12 00:00:00,6845.52,1805.59,10619.220000000001
2011-01-12 01:00:00,6918.085,1777.845,10771.89
2011-01-12 02:00:00,6966.755,1792.505,10823.369999999999
2011-01-12 03:00:00,7061.01,1775.8049999999998,10846.295
2011-01-12 04:00:00,7232.77,1801.975,10502.99
2011-01-12 05:00:00,7176.26,1840.8449999999998,10729.775
2011-01-12 06:00:00,6965.17,1812.695,10420.15
2011-01-12 07:00:00,6625.9400000000005,1700.6950000000002,9880.58
2011-01-12 08:00:00,6443.875,1617.5149999999999,9536.715
2011-01-12 09:00:00,6386.195,1609.35,9494.57
2011-01-12 10:00:00,6184.87,1654.85,9119.439999999999
2011-01-12 11:00:00,5767.34,1582.65,8867.785
2011-01-12 12:00:00,5633.975,1525.0349999999999,8461.565
2011-01-12 13:00:00,5426.965,1642.3600000000001,7980.335
2011-01-12 14:00:00,5351.045,1481.0149999999999,7523.01
2011-01-12 15:00:00,5212.345,1358.625,6986.344999999999
2011-01-12 16:00:00,4956.445,1314.79,6809.1
2011-01-12 17:00:00,4655.74,1334.705,6985.26
2011-01-12 18:00:00,5351.735000000001,1362.575,7545.295
2011-01-12 19:00:00,5965.205,1477.57,8465.455
2011-01-12 20:00:00,6573.995,1679.09,9423.41
2011-01-12 21:00:00,7038.77,1798.34,10099.98
2011-01-12 22:00:00,7328.55,1890.895,10503.08
2011-01-12 23:00:00,7455.8,1873.69,10608.02
2011-01-13 00:00:00,7429.505,1864.99,10706.060000000001
2011-01-13 01:00:00,7284.98,1871.26,10761.904999999999
2011-01-13 02:00:00,7213.53,1862.055,10760.52
2011-01-13 03:00:00,7155.89,1843.85,10659.765
2011-01-13 04:00:00,7143.87,1809.765,10573.09
2011-01-13 05:00:00,7162.04,1751.67,10478.689999999999
2011-01-13 06:00:00,6990.485000000001,1675.65,10257.535
2011-01-13 07:00:00,6560.99,1609.46,9820.43
2011-01-13 08:00:00,6480.505,1582.0,9536.945
2011-01-13 09:00:00,6341.86,1548.23,9435.58
2011-01-13 10:00:00,5991.055,1513.495,9031.405
2011-01-13 11:00:00,5637.764999999999,1459.295,8716.58
2011-01-13 12:00:00,5525.555,1449.135,8079.38
2011-01-13 13:00:00,5244.145,1590.325,7768.71
2011-01-13 14:00:00,5193.3099999999995,1464.0149999999999,7384.105
2011-01-13 15:00:00,5058.6849999999995,1300.8899999999999,6847.094999999999
2011-01-13 16:00:00,4824.95,1239.215,6657.29
2011-01-13 17:00:00,4952.455,1235.45,6850.59
2011-01-13 18:00:00,5359.48,1293.23,7425.48
2011-01-13 19:00:00,5865.215,1382.815,8337.9
2011-01-13 20:00:00,6498.045,1545.9,9312.259999999998
2011-01-13 21:00:00,6790.22,1643.375,9978.365000000002
2011-01-13 22:00:00,6800.115,1705.14,10431.805
2011-01-13 23:00:00,6800.870000000001,1740.2649999999999,10586.439999999999
2011-01-14 00:00:00,6776.585,1774.195,10649.455
2011-01-14 01:00:00,6782.07,1813.0149999999999,10783.155
2011-01-14 02:00:00,6785.610000000001,1846.73,10888.23
2011-01-14 03:00:00,6843.610000000001,1904.855,10915.165
2011-01-14 04:00:00,6859.17,1898.5149999999999,10901.27
2011-01-14 05:00:00,6908.415,1920.595,10834.045
2011-01-14 06:00:00,6849.22,1905.31,10222.8
2011-01-14 07:00:00,6556.9,1829.17,9666.545
2011-01-14 08:00:00,6282.385,1760.0,9264.825
2011-01-14 09:00:00,6101.825,1688.5300000000002,9228.625
2011-01-14 10:00:00,5892.780000000001,1664.8400000000001,8911.744999999999
2011-01-14 11:00:00,5540.5,1556.57,8766.55
2011-01-14 12:00:00,5463.16,1461.4099999999999,8431.845
2011-01-14 13:00:00,5255.280000000001,1572.855,7914.965
2011-01-14 14:00:00,5100.545,1426.34,7382.165
2011-01-14 15:00:00,4961.27,1266.17,6892.49
2011-01-14 16:00:00,4690.985000000001,1210.165,6596.42
2011-01-14 17:00:00,4608.635,1198.925,6666.615
2011-01-14 18:00:00,4681.54,1214.0149999999999,6833.52
2011-01-14 19:00:00,4758.280000000001,1255.6599999999999,7257.115
2011-01-14 20:00:00,5144.955,1322.98,7974.110000000001
2011-01-14 21:00:00,5552.485000000001,1411.215,8751.52
2011-01-14 22:00:00,5849.99,1509.7849999999999,9172.89
2011-01-14 23:00:00,6012.11,1579.105,9284.205
2011-01-15 00:00:00,6135.805,1625.4850000000001,9307.915
2011-01-15 01:00:00,6170.21,1691.115,9401.455
2011-01-15 02:00:00,6239.045,1757.1950000000002,9517.075
2011-01-15 03:00:00,6308.665,1822.105,9698.135
2011-01-15 04:00:00,6473.825,1862.415,9911.8
2011-01-15 05:00:00,6569.9400000000005,1914.435,10052.65
2011-01-15 06:00:00,6540.79,1904.545,9939.310000000001
2011-01-15 07:00:00,6367.195,1840.58,9668.015
2011-01-15 08:00:00,6069.13,1765.63,9478.92
2011-01-15 09:00:00,5892.825,1674.5149999999999,9374.41
2011-01-15 10:00:00,5703.280000000001,1659.8600000000001,9004.26
2011-01-15 11:00:00,5411.805,1572.88,8600.355
2011-01-15 12:00:00,5298.620000000001,1507.44,8073.21
2011-01-15 13:00:00,5072.49,1620.7150000000001,7561.105
2011-01-15 14:00:00,4992.18,1459.355,7127.72
2011-01-15 15:00:00,4849.46,1284.6399999999999,6690.870000000001
2011-01-15 16:00:00,4565.5650000000005,1188.88,6508.25
2011-01-15 17:00:00,4430.16,1151.485,6469.195
2011-01-15 18:00:00,4435.95,1137.855,6582.29
2011-01-15 19:00:00,4515.035,1116.0,6748.545
2011-01-15 20:00:00,4787.33,1161.005,7345.305
2011-01-15 21:00:00,5033.245,1233.245,8076.715
2011-01-15 22:00:00,5324.504999999999,1327.835,8670.7
2011-01-15 23:00:00,5624.280000000001,1421.62,8992.035
2011-01-16 00:00:00,5792.235000000001,1487.8449999999998,9110.435000000001
2011-01-16 01:00:00,5966.485,1552.87,9470.585
2011-01-16 02:00:00,5995.855,1566.0,9588.715
2011-01-16 03:00:00,5995.035,1582.5349999999999,9923.21
2011-01-16 04:00:00,6041.805,1584.95,10168.939999999999
2011-01-16 05:00:00,6102.075,1582.69,10194.35
2011-01-16 06:00:00,6080.29,1546.91,10212.035
2011-01-16 07:00:00,5892.93,1510.775,10063.155
2011-01-16 08:00:00,5548.655,1441.17,9736.625
2011-01-16 09:00:00,5476.93,1430.8,9655.02
2011-01-16 10:00:00,5292.48,1435.8000000000002,9160.84
2011-01-16 11:00:00,4969.17,1365.0900000000001,8584.355
2011-01-16 12:00:00,4851.215,1314.7,7922.5
2011-01-16 13:00:00,4701.725,1474.3200000000002,7499.5650000000005
2011-01-16 14:00:00,4636.65,1351.25,7042.87
2011-01-16 15:00:00,4566.23,1198.89,6652.48
2011-01-16 16:00:00,4353.219999999999,1168.275,6533.46
2011-01-16 17:00:00,4349.5,1163.49,6723.425
2011-01-16 18:00:00,4629.08,1220.23,7376.455
2011-01-16 19:00:00,5176.99,1318.915,8325.955
2011-01-16 20:00:00,5653.129999999999,1453.655,9341.445
2011-01-16 21:00:00,5880.005,1553.295,10185.5
2011-01-16 22:00:00,5995.4400000000005,1606.98,10703.14
2011-01-16 23:00:00,6080.43,1617.395,11166.73
2011-01-17 00:00:00,6142.945,1635.105,11488.91
2011-01-17 01:00:00,6195.84,1645.15,11671.935000000001
2011-01-17 02:00:00,6168.305,1671.565,11789.2
2011-01-17 03:00:00,6166.88,1705.6100000000001,11717.900000000001
2011-01-17 04:00:00,6125.235000000001,1673.67,11596.665
2011-01-17 05:00:00,6078.21,1674.395,11419.509999999998
2011-01-17 06:00:00,5937.045,1640.4650000000001,10889.355
2011-01-17 07:00:00,5721.514999999999,1570.22,10233.805
2011-01-17 08:00:00,5575.965,1531.3,9692.68
2011-01-17 09:00:00,5555.005,1488.895,9411.285
2011-01-17 10:00:00,5413.935,1526.87,8927.825
2011-01-17 11:00:00,5077.34,1456.475,8511.615
2011-01-17 12:00:00,5020.955,1406.16,8178.49
2011-01-17 13:00:00,4945.61,1543.6100000000001,7818.35
2011-01-17 14:00:00,4938.889999999999,1423.98,7375.58
2011-01-17 15:00:00,4839.379999999999,1282.795,6923.625
2011-01-17 16:00:00,4606.110000000001,1221.625,6743.91
2011-01-17 17:00:00,4608.995,1207.65,6885.745
2011-01-17 18:00:00,4925.625,1267.85,7356.205
2011-01-17 19:00:00,5443.87,1381.115,8207.46
2011-01-17 20:00:00,5909.1849999999995,1544.32,9107.779999999999
2011-01-17 21:00:00,6141.655,1622.205,9693.43
2011-01-17 22:00:00,6182.07,1685.755,9999.025
2011-01-17 23:00:00,6255.18,1726.9650000000001,10168.515
2011-01-18 00:00:00,6299.92,1737.53,10197.94
2011-01-18 01:00:00,6297.465,1753.22,10200.630000000001
2011-01-18 02:00:00,6299.860000000001,1768.62,10375.795
2011-01-18 03:00:00,6297.555,1760.35,10322.330000000002
2011-01-18 04:00:00,6257.715,1752.895,10281.835
2011-01-18 05:00:00,6228.085,1744.9,10103.415
2011-01-18 06:00:00,6063.1849999999995,1732.635,9712.275
2011-01-18 07:00:00,5803.13,1649.45,9274.61
2011-01-18 08:00:00,5670.21,1550.49,9030.14
2011-01-18 09:00:00,5714.26,1469.545,8893.14
2011-01-18 10:00:00,5560.485000000001,1499.6100000000001,8537.56
2011-01-18 11:00:00,5245.395,1404.95,8318.295
2011-01-18 12:00:00,5171.315,1327.8899999999999,8027.325000000001
2011-01-18 13:00:00,5035.04,1461.115,7674.63
2011-01-18 14:00:00,4969.21,1341.9099999999999,7238.860000000001
2011-01-18 15:00:00,4798.755,1181.545,6757.49
2011-01-18 16:00:00,4580.34,1139.8049999999998,6600.58
2011-01-18 17:00:00,4578.475,1169.095,6777.85
2011-01-18 18:00:00,4939.695,1221.15,7362.1900000000005
2011-01-18 19:00:00,5463.445,1354.455,8233.36
2011-01-18 20:00:00,5948.48,1513.625,9105.51
2011-01-18 21:00:00,6106.08,1587.88,9675.3
2011-01-18 22:00:00,6230.04,1640.41,9959.48
2011-01-18 23:00:00,6222.844999999999,1691.745,10065.369999999999
2011-01-19 00:00:00,6323.365,1717.865,10128.974999999999
2011-01-19 01:00:00,6358.495,1757.725,10175.365
2011-01-19 02:00:00,6360.03,1791.45,10322.105
2011-01-19 03:00:00,6373.655,1804.25,10363.645
2011-01-19 04:00:00,6326.594999999999,1784.3600000000001,10371.66
2011-01-19 05:00:00,6324.375,1789.91,10349.385
2011-01-19 06:00:00,6125.99,1795.605,9924.715
2011-01-19 07:00:00,5857.105,1764.69,9413.265
2011-01-19 08:00:00,5632.605,1708.75,9062.845000000001
2011-01-19 09:00:00,5612.01,1626.53,8994.085
2011-01-19 10:00:00,5495.1900000000005,1575.8049999999998,8659.55
2011-01-19 11:00:00,5180.595,1467.7649999999999,8439.455
2011-01-19 12:00:00,5104.88,1393.315,8126.425
2011-01-19 13:00:00,4940.35,1518.4299999999998,7721.54
2011-01-19 14:00:00,4874.87,1397.6950000000002,7218.755
2011-01-19 15:00:00,4773.475,1265.1100000000001,6759.34
2011-01-19 16:00:00,4575.7,1213.975,6636.695
2011-01-19 17:00:00,4580.44,1200.005,6736.115
2011-01-19 18:00:00,4941.014999999999,1245.53,7299.504999999999
2011-01-19 19:00:00,5504.795,1352.1149999999998,8221.68
2011-01-19 20:00:00,5996.145,1513.215,9151.720000000001
2011-01-19 21:00:00,6193.285,1649.755,9798.485
2011-01-19 22:00:00,6369.955,1769.99,10182.665
2011-01-19 23:00:00,6539.23,1852.79,10336.380000000001
2011-01-20 00:00:00,6700.655000000001,1975.645,10405.045
2011-01-20 01:00:00,6807.67,2102.71,10577.404999999999
2011-01-20 02:00:00,6966.799999999999,2227.365,10640.67
2011-01-20 03:00:00,7025.2,2343.275,10675.18
